uuid,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
P0086_0193,30.82611,0.161378,28.84332,31.30045,34.81258,5.969261,382.9478,670.2389999999999,68.80366,65.26434,0.1616981,0.950324,0.01176717,0.16707070000000002,0.2771987,0.2654315,2.274159,2.368061,1.430462,1.389472,0.06458875,1.401135,16.80568,0.5497357,15.53583,0.4644949,13.04896,0.7153694,0.5584880999999999,13.64051,0.03675843,1.798687,1.412112,0.6149898,6.5681660000000015,0.4140154,10.25108,0.9628522,30.1839,0.2569298,613.8036,0.2496262,1430.1329999999996,0.1302749,-171.1173,-0.3802755,1631.348,0.1095427,1142.632,0.2391237,-172.8923,-0.3473567,2582.243,0.07800885,985.9824,0.3069341,-173.2285,-0.3423324,-21.12044,-0.25068060000000003,29.97283,0.2159621,0.01345773,1.539875,-0.01104646,-0.8502912,0.1556361,0.6671043000000001,26.14702,0.25186260000000005,20.08151,0.3615231,20.9113,0.4633728,-0.6685909999999999,-12.28889,-12.9608,21.25656,0.01496539,0.007330805,0.04687129,0.8419380999999999,1.573927,0.09464646,0.08582707,0.5257143,0.9905605,-34.694720000000004
P0088_0191,32.53438,0.14942850000000002,28.8877,31.73047,35.83754000000001,6.949839,242.71599999999998,287.6302,31.28982,23.6721,0.2899435,1.436172,0.01465507,0.04937804,0.5686439,0.5539889,7.334681,5.68186,4.720274,3.537675,0.1050893,1.717518,18.34193,0.5763761,5.834633,2.281644,10.363,1.301569,-3.858938,-2.986909,0.02409866,1.296606,1.195365,0.6937944,5.819066,0.5468628000000001,7.065661,1.129339,17.39255,0.4878003,626.2481,0.2684304,1475.885,0.1304691,-153.5199,-0.5266358,1577.953,0.09900447,1099.678,0.25343150000000003,-153.2555,-0.5134572000000001,2533.404,0.06052154,994.3619,0.3742871,-153.8964,-0.5042049,-10.16354,-0.6205989000000001,17.95936,0.3740491,0.03771646,0.6362814999999999,-0.01476717,-0.8494086,0.2835678,0.7870826999999999,24.4201,0.3022155,-3.231624,-4.566271,18.61349,0.8580770000000001,-12.52699,-1.002151,-9.536153,18.44364,0.02811327,0.008494667,0.04426005,1.094934,1.553094,0.1526357,0.1816015,0.4421168,0.8556461999999999,-29.48237
P0089_0192,33.19268,0.1378971,33.2837,34.40625,35.58555,2.301853,383.4724,430.6557,87.81229,121.3627,0.157716,0.9430159,0.01121523,0.1628595,0.2924956,0.2812804,1.6839990000000002,1.349599,1.097274,0.9020711,0.04735627,1.164504,18.30186,0.5198801,10.74953,0.6888151,9.772239,0.9162794,3.96974,2.05125,0.03416032,2.223766,1.097705,0.7580251,8.32382,0.3671642000000001,5.217046,1.934758,19.67991,0.4961066,725.6429,0.2882547,1467.54,0.14322020000000002,-168.2604,-0.4005467,1666.766,0.1262082,1203.972,0.2306526,-166.9168,-0.3979107,2627.614,0.07174374,994.3921,0.3052154,-167.8647,-0.3843898,-18.39009,-0.3067096,29.60499,0.2328448,-6.09008e-05,-430.2812,-0.004658454,-2.171897,0.0997311,0.5380119000000001,26.61033,0.1815158,11.94716,0.7062941999999999,12.98108,0.7018765,7.441223,1.326796,-11.27597,20.2164,0.01010538,0.009363602,0.0348651,1.265977,1.35201,0.133964,0.129589,0.5696491,1.00971,-36.28788
P0090_0194,29.112790000000004,0.12731099999999998,25.83245,29.16667,32.599940000000004,6.767483,246.3032,280.1925,42.32185,55.16108000000001,0.08698811,2.381869,0.01051439,0.01422803,0.05289069999999999,0.04237631,4.303395,3.5186370000000005,3.4561800000000003,2.798353,0.03202815,3.486167,12.49129,0.7898725999999999,10.67511,0.8236136999999999,7.974261999999999,1.260737,-1.377509,-6.851547999999998,0.02782853,0.992525,1.3684,0.8393447,5.374496,0.5541081,4.956803,1.945802,21.69389,0.4415214,582.0635,0.2867731,1437.128,0.13590929999999998,-184.6553,-0.2815184,1552.159,0.1303625,1127.6760000000004,0.2706591,-185.4428,-0.26374590000000003,2523.297,0.0693534,936.0064,0.3682289,-185.739,-0.2582377,-12.69817,-0.5935196,20.58708,0.3647356,0.040721,0.8113208000000001,-0.01023229,-1.6901400000000002,0.1946537,1.087702,23.20814,0.376553,9.072906,1.484226,14.24005,1.264962,-11.437999999999999,-1.376108,-8.628805999999999,16.54585,0.02846567,0.01613568,0.01706676,0.369926,0.760038,0.09980263,0.0843198,1.163333,3.851171,-33.80682
P0092_0199,32.65861,0.1078559,31.08523,32.94146,35.0343,3.949068,241.0217,386.7099,41.23455,40.83327,0.130142,1.379553,0.01058797,0.01927909,0.2944031,0.2838151,2.546541,1.7428009999999998,1.645862,1.122717,0.05012053,1.703543,19.37604,0.5487672,14.1091,0.4816556,7.276778,1.387656,-1.713239,-5.364308,0.02895235,2.074129,1.15022,0.7152888000000001,7.816799,0.3676232,11.01547,0.8871418,35.62793,0.209091,648.2994,0.2464144,1428.8270000000002,0.12779,-164.5634,-0.4486004,1655.159,0.146323,1201.708,0.28824770000000005,-166.9113,-0.4051219,2596.927,0.09530005,1076.083,0.3576788,-167.8795,-0.3909575,-23.12318,-0.2132211,32.8441,0.1825214,0.03334501,0.6057988000000001,-0.02356943,-0.5064809,0.1736766,0.4921117999999999,33.68037,0.1913274,16.12187,0.47175,11.702,1.048983,-9.373295,-1.127412,-12.7176,21.52179,0.03255903,0.0109801,0.0202476,0.995122,0.8491948,0.22,0.1947235,0.9587059,2.63466,-33.20344
P0093_0200,30.27081,0.1474353,26.40033,29.01736,34.31312,7.912788000000001,257.6306,352.4098,98.07683,176.4956,0.2597703,1.319666,0.01634064,0.04349297,0.5190295,0.5026889,5.933671,5.6822,4.10086,3.57316,0.1538717,1.881781,20.56728,0.5411824000000001,10.78823,0.9394479,7.326731,1.881035,-3.040279,-3.373152,0.04134715,1.6526490000000005,1.462507,0.6653154,5.851698000000002,0.4828013,7.457664,1.489488,28.77328,0.304207,559.7166,0.29148290000000004,1460.275,0.1453681,-155.9469,-0.5085968,1529.294,0.15184029999999998,1215.546,0.2281462,-158.1586,-0.4626163,2422.089,0.0832505,968.0439,0.3502446,-158.8298,-0.4532295,-20.12005,-0.3162421,27.86114,0.2411354,0.03662879,0.6420743,-0.01941211,-0.7532340999999999,0.4255918,0.8007858,30.01423,0.2463246,13.712,0.7414041,16.103360000000002,0.8653748,-4.511123,-2.428927,-11.86844,21.53892,0.03707311,0.007976401,0.06854016,1.088508,1.678871,0.132766,0.1102744,0.4667416,1.296713,-24.87184
P0094_0201,35.09229000000001,0.07537753,33.31409,34.74573,36.69405,3.379963,152.8718,204.6441,21.19674,18.74302,0.25473520000000005,1.070992,0.01610978,0.1918486,0.5186168999999999,0.5025072,3.620055,2.241524,2.721687,1.6754330000000002,0.1087845,1.336378,20.15541,0.520524,11.70504,0.6950731,5.271888,1.837845,-2.068838,-4.064108999999998,0.02145758,1.133298,1.076671,0.6894064000000001,8.833964,0.3107521,15.05998,0.6138414000000001,34.24343,0.2549815,597.6558,0.2580095,1469.701,0.1208393,-145.0654,-0.5979486999999999,1583.68,0.1139826,1191.663,0.241614,-147.9974,-0.537842,2565.907,0.08310133,1092.265,0.3735563,-150.2098,-0.5072442,-20.21614,-0.3203343,31.93061,0.2111658,0.03565703,0.5263555,-0.01395239,-0.751767,0.263546,0.511955,30.3267,0.1975703,12.75867,0.7352623,6.502829,1.78813,-6.615553,-1.341267,-11.61065,21.00457,0.02443477,0.01161242,0.04352789,1.54254,1.133486,0.252766,0.2030585,0.6358889,2.028843,-28.00723
P0096_0205,24.26401,0.11645919999999997,22.72404,23.74544,25.57636,2.852322,135.8227,175.7046,69.19479,82.41566999999998,0.178269,1.211977,0.01372594,0.033681300000000004,0.363102,0.349376,2.757358,2.287256,1.791025,1.424896,0.06741546,1.568163,17.04264,0.5512720999999999,13.47345,0.5631963000000001,9.609378,0.9375196,-0.5447299,-14.14013,0.03404079,2.072686,1.154441,0.6613538,4.062979,0.4930803,8.829999,0.7412219,29.87063,0.2147401,569.3333,0.21957470000000004,1426.726,0.103849,-174.4673,-0.3747568,1553.125,0.1000579,1141.436,0.2120654,-176.7249,-0.3377081,2512.863,0.06008963,955.6595,0.2502141,-177.4169,-0.32659829999999995,-18.53088,-0.2414027,27.72063,0.2061456,0.01688621,1.066729,-0.02049255,-0.5578406,0.2075775,0.6515613,27.02755,0.2604589,16.46816,0.4140996,12.02747,0.9300826,-3.198775,-2.278606,-11.93706,20.35427,0.01490218,0.006223827,0.04611696,1.044596,1.014973,0.120297,0.1175278,0.8443564,1.829229,-33.41278
P0099_0206,26.55116,0.1342816,23.93683,26.25512,29.04586,5.1090300000000015,185.6337,296.0192,71.19764,189.8803,0.15582449999999998,1.352963,0.01219622,0.02592275,0.3253398,0.3131436,2.442736,2.089114,2.086202,1.756762,0.06436747,1.7131009999999998,17.00872,0.546999,13.74825,0.5216079,12.40272,0.8137803000000001,3.006444,2.645804,0.02949181,1.057976,1.2511219999999998,0.711642,5.1782949999999985,0.4940438,5.406317,1.5773620000000002,28.84193,0.2274097,485.4705,0.2635198,1388.755,0.1241537,-174.3867,-0.3768674,1466.046,0.1139684,1080.0839999999996,0.251949,-176.4414,-0.3406858,2469.967,0.05509019999999999,855.3993,0.2418875,-176.9949,-0.3316927,-19.11304,-0.2779763,27.21206,0.2254478,0.01872071,1.28146,-0.006549405,-1.616233,0.233484,0.5388596999999999,27.49435,0.2334654,15.8903,0.5259560000000001,21.03718,0.4772840999999999,3.293388,2.644615,-12.31447,20.64235,0.01690585,0.01180796,0.03797363,0.8758059000000001,0.8519960999999999,0.149,0.1308778,1.033676,2.545021,-32.40163
P0102_0212,34.0787,0.1148482,30.70362,33.77772,36.86999,6.166367,213.1911,310.2068,39.49059000000001,39.75858,0.2826257,1.1500780000000002,0.023262900000000003,0.07896510000000001,0.5449558000000001,0.5216929,6.214196,5.1581199999999985,4.10815,2.686234,0.1377524,1.399951,20.56073,0.5159447,12.16598,0.9759474,6.663088,1.940654,-2.2307740000000003,-4.9528349999999985,0.03098781,1.311093,1.232512,0.6392005999999999,7.377062,0.4099308,12.03458,0.8767786,31.94749,0.3456112,630.0174,0.22985300000000006,1432.189,0.1292092,-151.2064,-0.5385673000000001,1612.549,0.104126,1075.575,0.2566733,-152.2001,-0.5056413,2612.76,0.08187666,1026.492,0.3485115,-154.6687,-0.4722678,-18.26803,-0.4311091,29.27878,0.31107470000000004,0.0314269,0.6061156999999999,-0.01594883,-0.7644845,0.3410739,0.5862995,28.33535,0.2882803,12.49827,0.9504218,10.42491,1.292753,-6.984053,-1.414688,-12.00241,21.82517,0.02285797,0.008200995,0.06329474,1.748678,1.844818,0.13551470000000002,0.112183,0.3849264,0.7029476,-27.028170000000006
P0103_0211,31.6361,0.1839459,28.03251,33.28828,35.69373,7.661221,323.5795,399.9171,86.32139000000002,86.07791999999998,0.1130978,1.569772,0.01167612,0.02114202,0.2549735,0.2432974,2.800316,2.3380650000000003,1.7775169999999998,1.413769,0.04959797,1.985547,20.57944,0.4119831,15.11371,0.5592461999999999,8.60704,1.117274,-0.8032252,-11.52209,0.036856400000000004,1.564062,1.342757,0.6338751,6.182779,0.503921,6.370986,1.210106,30.99433,0.2635333,689.0032,0.1835492,1372.684,0.1391397,-182.4774,-0.2985784,1718.645,0.1228601,1080.369,0.3076804,-183.5752,-0.2751361,2685.45,0.07706081,995.3693,0.3867266,-183.9463,-0.268737,-21.4774,-0.2534406,30.13418,0.2154016,0.017530700000000003,1.183659,-0.02931901,-0.4377398,0.2308444,0.569335,31.67629,0.1859632,15.13034,0.6346596,15.33022,0.7831816,-10.0068,-0.9919389,-15.10869,24.32709,0.01780078,0.006748775,0.02971948,0.7543042,0.743002,0.12372089999999998,0.11462830000000003,1.249758,1.971446,-34.3607
P0105_0215,34.32083,0.115952,32.39403,34.56639000000001,36.43989000000001,4.04586,341.3378,589.1558,122.009,250.4046,0.05552525,1.7598349999999998,0.009705994,0.0110275,0.04450857,0.03480257,1.18265,0.892942,1.000204,0.7652306999999999,0.01699872,2.376351,13.05387,0.6802599,15.39007,0.485641,9.798779,0.8191276,3.141033,2.96617,0.02381014,1.047242,1.176575,0.6150335,7.071752,0.3542843,7.941499,1.197324,27.96803,0.3031315,638.7355,0.2618026,1491.419,0.1172826,-192.2807,-0.1983384,1599.941,0.1184713,1256.893,0.2545369,-192.0872,-0.1925964,2546.586,0.09589246,1133.156,0.351078,-192.4694,-0.1838563,-19.11361,-0.3182668,30.49411,0.195363,0.0003605781,59.66341,-0.008485093,-1.291791,0.1154025,0.3964197,28.06148,0.1763155,14.49152,0.8190590999999999,8.631903,1.352799,-1.828921,-4.689932,-12.20999,21.10082,0.01254554,0.02011935,0.01174175,0.4807272,0.4109827999999999,0.1129787,0.09651180000000001,2.204694,7.745164,-42.54527
P0106_0217,27.15536,0.17985050000000002,23.84743,26.385790000000004,30.15797,6.3105410000000015,335.4604,406.6773,94.16479,190.2869,0.1204973,1.425111,0.01480166,0.02727748,0.2496956,0.2348939,2.714232,2.575418,1.73488,1.376591,0.03990614,1.920213,14.89174,0.6487775,12.15503,0.6739212,8.697742,1.291648,-0.3872475,-25.00544,0.03844877,1.807629,1.356587,0.6959890000000001,4.106167,0.6385541,4.573186,1.909971,24.40253,0.2932512,601.0967,0.2741356,1453.818,0.1274764,-187.0965,-0.252733,1576.592,0.1142734,1152.6760000000004,0.2538036,-188.0007,-0.2332381,2524.526,0.0583385,920.2159,0.2934234000000001,-188.1205,-0.2311192,-16.82649,-0.2782588,24.03409,0.24064210000000005,0.01703351,1.222776,-0.01256227,-1.023258,0.1556409,0.5971776,25.219520000000006,0.2078036,13.80728,0.5346694000000001,18.382620000000006,0.6746376999999999,-4.072182,-2.41351,-10.88263,19.42979,0.02735203,0.01189784,0.03087308,0.7985886,0.7617986,0.08548781,0.07028084,1.191566,2.635452,-37.73664
P0108_0216,33.07312,0.1305347,29.09855,33.354420000000005,36.76163,7.66308,306.2359,365.8797,46.78586,41.83646,0.02553528,2.11742,0.01032867,0.01324748,0.02204252,0.01171385,1.485485,1.132012,0.9912195,0.8182143,0.004062622,4.674778,11.40439,0.611524,11.41678,0.5856268,6.689719,1.188507,-0.0212708,-383.9031,0.02729,1.165904,1.232289,0.6327639,6.857319,0.4559582,10.2998,0.9505247,27.08468,0.3269783,650.7374,0.27194120000000005,1501.7020000000002,0.1805513,-199.0908,-0.0915597,1598.082,0.1076396,1155.868,0.2211294,-199.0463,-0.08976214,2560.846,0.0659027,1016.538,0.2863328,-199.1188,-0.08635201,-17.06056,-0.3389183,26.7393,0.2603973,0.01567711,1.409782,-0.006270515,-1.906157,0.1088163,0.4816985,22.99456,0.258706,14.22317,0.5846583000000001,12.57259,0.8048261,-4.120845,-2.727537,-9.608459,17.95109,0.03245296,0.01918082,0.002911336,0.09271146,0.09152829,0.1084416,0.08274613,11.08347,56.56276999999999,-49.3171
P0109_0218,29.62797,0.19255770000000005,24.70723,28.90836,34.86138,10.15415,179.3224,249.3842,92.00591,127.1618,0.21757070000000006,1.484801,0.01668732,0.05217901,0.4222885,0.4056012,4.860119,5.01402,2.265712,2.859308,0.08742161,2.141184,11.66474,1.191476,11.81395,0.9406523,3.379862,4.06876,6.517712,2.143038,0.03327908,1.654348,1.234356,0.6602314,5.501633,0.5907496999999999,7.61221,1.329572,22.84075,0.4954629,640.2239,0.3409775,1442.421,0.1722813,-166.6786,-0.4184645,1547.7120000000002,0.1347735,1124.684,0.2173123,-167.1368,-0.4025939,2503.435,0.07756211,958.1128,0.3246425,-168.3601,-0.3845093,-13.87065,-0.5782619000000001,24.90108,0.3652129000000001,0.027730900000000003,1.10643,0.002325607,6.804467999999999,0.2534094,0.9912964,22.86628,0.5057393,13.837179999999998,0.9106488,6.125322,2.521694,11.71722,1.416957,-7.067116,15.85694,0.04877351,0.01635641,0.04904103,0.5029224,1.4009790000000002,0.1234951,0.1129456,0.5531132,0.9897088,-29.2822
P0110_0222,39.25108,0.1591297,35.23849000000001,41.71082,43.8181,8.579601,303.8488,312.1127,84.04936,69.94936,0.1166714,1.575905,0.0100015,0.02667319,0.2476141,0.2376126,3.028188,2.595771,1.960566,1.720343,0.05874985,2.340644,15.067470000000002,0.6863839,13.271120000000002,0.78925,7.469195,1.595773,0.4197395,25.14246,0.04283097,1.622085,1.286501,0.6592319999999999,9.998507,0.3980555,13.1518,0.9662844,23.65246,0.5636058,623.6962,0.2840551,1435.911,0.14918779999999998,-184.1736,-0.2767508,1647.865,0.134475,1130.25,0.2678768,-178.9175,-0.3063053,2633.664,0.08874851,980.3566,0.3257696,-179.6416,-0.2945997,-24.30231,-0.3480522,35.23525,0.2511025,0.03296264,0.7306749,-0.01081447,-1.268409,0.2881503,0.7340973000000001,27.09576,0.3081095,17.65929,0.5974334,10.81925,1.233667,-7.052967999999999,-1.307608,-10.9264,20.13309,0.03295577,0.01639435,0.02406662,0.5297444,0.8450300999999999,0.1459322,0.1083641,1.0894549999999998,2.486537,-30.14896
P0111_0220,24.72949,0.1561885,21.66161,24.73126,27.47702,5.815414,203.1335,286.1282,40.41132,69.061,0.12673779999999998,1.558924,0.01049173,0.01850303,0.2417861,0.2312944,3.346468,2.728371,2.494666,1.925539,0.043075199999999994,1.890649,13.99179,0.641997,12.25282,0.5968144000000001,10.19108,0.8840348,0.288135,28.791690000000006,0.02344354,1.125627,1.282291,0.8458701,4.616764,0.4881177,4.347685,2.525771,27.48338,0.3042513,579.4364,0.2692755,1461.408,0.1313744,-179.9818,-0.3301612,1539.223,0.1027399,1107.231,0.2541065,-181.2362,-0.3067259,2532.605,0.05912454,899.0472,0.29286690000000004,-181.8721,-0.2955206,-16.13927,-0.3866534,25.26993,0.26881750000000004,0.01736924,1.256251,-0.0109932,-1.07409,0.1974551,0.5216516999999999,27.35412,0.2391078,10.1047,1.109872,17.67344,0.5713045,-5.237472,-2.160854,-10.61781,18.53162,0.01742246,0.01552511,0.024835299999999998,0.782195,0.6776379,0.14690479999999995,0.1156758,1.324217,4.594737,-35.17771
P0112_0011,26.76393,0.08039036,25.19584,26.29185,27.76204,2.566193,51.81652,49.49122,37.79028,77.47709,0.2482985,1.393579,0.01403454,0.02241193,0.5948107,0.5807762,4.689597,3.298918,2.9464810000000003,1.948581,0.15449549999999998,1.728877,27.30558,0.3255895,10.42393,0.7871545999999999,6.305807,1.380535,-0.3674742,-24.00024,0.023971700000000002,1.448405,1.313079,0.6297109000000001,4.172468,0.5273594,-0.6692663000000001,-12.09866,24.74045,0.3087924,550.4946,0.2276437,1444.208,0.1062122,-172.887,-0.3916311,1511.953,0.1136464,1154.689,0.179842,-175.1402,-0.3545543,2472.213,0.07297188,986.6608,0.29521970000000003,-176.2007,-0.3375919000000001,-18.64346,-0.25971320000000003,28.30225,0.2086998,0.02770125,0.6852126000000001,-0.02617582,-0.4725792,0.4772426,0.5340534,38.12042,0.1495128,5.503733,1.805282,10.10653,1.056782,-4.923183,-2.190132,-15.59587,24.81171,0.02262189,0.00173993,0.1014885,0.9821575,0.7536042,0.17695650000000002,0.1829216,1.104894,1.876601,-26.81042
P0113_0223,30.84801,0.1162064,28.71981,31.09709,33.48928,4.769466,268.0962,549.4637,62.7508,100.4823,0.29757100000000003,1.136032,0.02059868,0.04255782,0.6244253000000001,0.6038266,4.872515,3.187958,2.878299,1.694432,0.1945144,1.454195,26.75851,0.3228667,12.61094,0.6645260000000001,7.1796880000000005,1.4789709999999998,-6.921672,-1.425967,0.03104935,0.992733,1.447264,0.5769181999999999,5.561447,0.4265864,3.1956130000000003,3.211086,31.36658,0.2448508,610.9166,0.2171904,1463.412,0.1483718,-168.5975,-0.4100993,1570.542,0.1216319,1158.1760000000004,0.2242335,-170.795,-0.3702689,2617.667,0.07000554,907.9903,0.35432090000000005,-171.8212,-0.3552243,-21.17087,-0.2606646,30.94086,0.17836029999999994,0.03167388,0.5967928000000001,-0.02577616,-0.447994,0.5573137,0.5257611,34.09405,0.1947374,15.44651,0.588012,15.59552,0.7061441999999999,-14.38784,-0.7115471999999999,-15.18453,25.37804,0.0285105,-0.002902428,0.1188103,1.361012,1.2931629999999998,0.1242553,0.1102366,0.6786207,2.510718,-25.35796
P0118_0230,29.11802,0.2253804,23.37312,26.542820000000006,36.5699,13.19678,136.5341,216.3909,44.05522,46.17528,0.28475690000000003,1.366041,0.01894751,0.06572961,0.5078145000000001,0.488867,6.33408,5.474984,4.392676,3.794356,0.1923123,1.7462689999999998,27.43181,0.325996,12.6928,0.6882391999999999,7.78803,1.205485,-7.721288,-1.208358,0.03224207,1.133479,1.46721,0.6441599,4.964772,0.6859103,6.728106,1.258024,33.282920000000004,0.26354520000000003,711.7661,0.1768377,1410.3529999999996,0.1302218,-161.4745,-0.4584327,1695.1329999999996,0.1178781,1135.942,0.2471928,-163.1232,-0.4237775,2690.766,0.08137243,999.1023,0.4318081,-164.4999,-0.4046588,-21.62137,-0.3020056,31.33861,0.2373948,0.03970343,0.8118746,-0.02968626,-0.5137412,0.4959575,1.003469,34.56381,0.2014798,13.0389,0.9704878,8.420529,1.440881,-12.56789,-0.8691462999999999,-16.05688,24.73922,0.03276677,-0.008235223,0.1098837,0.8012093000000001,1.6490169999999995,0.1190826,0.12064460000000002,0.4604546,0.8497275,-23.84031
P0119_0240,32.53907,0.1104846,29.82356,31.95175,35.61633,5.792767,217.4372,285.0527,58.27537,116.8211,0.6888923,0.9672636,0.03490769,0.5903035,1.263282,1.228374,11.67666,6.0572040000000005,7.621914,5.010939,0.5049306,1.164245,29.22594,0.3531963,8.118927000000001,1.2698040000000002,4.009703,2.946617,-8.331575,-1.217884,0.03184215,1.311111,1.314545,0.6509031999999999,6.474654,0.4730783,6.525743,1.339303,30.42012,0.26801240000000004,701.8872,0.1946338,1413.825,0.1317299,-120.5519,-0.7677768,1656.554,0.103015,1088.191,0.2388839,-125.196,-0.6861129,2641.503,0.07741778,976.5497,0.3298736,-129.1028,-0.6298199999999999,-18.011039999999994,-0.3302045,29.878290000000003,0.2216679,0.04176304,0.5436893,-0.026941200000000002,-0.5149965,0.9014599,0.6640560999999999,33.52044,0.2528495,6.6872479999999985,1.716682,3.303204,4.2073839999999985,-10.8486,-0.9848945,-14.97988,25.03246,0.03112987,-0.007682435,0.223033,2.141802,2.401774,0.1633846,0.1568596,0.2521229,0.3938749,-17.55886
P0120_0237,34.49642,0.1210095,31.3969,34.4558,37.64296,6.246065,194.1339,249.6116,45.40029000000001,68.49837,0.1975851,1.490898,0.01982358,0.03705821,0.4519525,0.4321289000000001,4.960542,3.339008,3.8419,2.693898,0.1140387,2.032346,26.14886,0.3466178,11.93114,0.6586236,5.1526809999999985,1.851506,-6.7139289999999985,-1.336005,0.02835286,1.5057120000000002,1.193404,0.6962709,8.222464,0.3681531,7.215383,1.516716,31.94128,0.2370277,716.2615,0.1985747,1440.862,0.1444342,-173.938,-0.3586105,1700.0870000000002,0.1201982,1171.507,0.26273240000000003,-174.8574,-0.33417070000000004,2697.055,0.08866198,1020.881,0.3882411,-175.9151,-0.318498,-22.42095,-0.2365619,33.74219,0.1776839,0.0328512,0.8061971,-0.02489614,-0.5210702,0.4076833,0.8821958000000001,34.51474,0.1803452,13.67806,0.6341099,7.379333,1.693348,-10.68136,-1.0775370000000002,-15.432479999999998,25.11563,0.03369025,-0.00355533,0.06107258,0.9278835,1.35151,0.10286960000000002,0.1019954,0.6433637,0.9452745,-26.957420000000006
P0122_0242,32.54031,0.2224338,25.20702,31.583820000000006,40.52988,15.32286,205.0176,315.6237,65.97669,133.6411,0.3278702,1.265528,0.02987726,0.06008058,0.7078431,0.6779659,5.287479,3.838891,4.3507120000000015,4.011888,0.1944732,1.710957,26.958340000000003,0.3882074,11.26895,0.8445779,4.410561,2.694184,-8.673046000000001,-1.207253,0.03422099,1.573315,1.254536,0.7468444000000001,7.431533,0.4932496,5.894778,1.476741,33.06573,0.2543789,684.8848,0.2668772,1395.7220000000002,0.14034349999999998,-150.2647,-0.5329356,1645.244,0.15246010000000002,1148.516,0.2665436,-153.1507,-0.4807013,2612.265,0.1046857,1049.461,0.3745317,-155.4196,-0.4512368,-20.6983,-0.3042555,30.92525,0.2502702,0.03791745,0.8420905000000001,-0.02076119,-0.7149850999999999,0.394946,1.128964,32.71177,0.2320696,12.8292,0.8695345,6.581025,2.225812,-11.50479,-1.025722,-14.406820000000002,23.8633,0.03895167,-0.006059505,0.1188185,0.9278978,2.085553,0.12109489999999998,0.1050247,0.33384050000000004,0.4462002000000001,-22.78963
